Site Number,LastUpdated,Last Updated By,Municode,Site Name,Address,City,County,Municipality,State,Zip Code,Ownership Type,Ownership,PStatus,PI Number,Owner Name,Owner Organization,Authorized Representative,Auth Rep Relation to Owner,Owner Phone,Owner Fax,Owner Email,Owner Address,Owner Street,Owner City,Owner State,Owner Zip Code,Owner County,Municipal Contact Name,Department,Municipal Contact Title,Contact Relation to Owner,Municipal Contact Phone,Municipal Contact Fax,Municipal Contact Email,Municipal Contact Street,Municipal Contact City,Municipal Contact State,Municipal Contact Zip Code,Description,Additional Comments,Transaction Type,Transfer Type,Current Zoning,Proposed Zoning,Copy of Title Insurance,Block,Lot,X Coordinate,Y Coordinate,Coord,Development Plan Completed,Market Study Completed,Current Activity,Current Operations,Prior Operations,Acres,Size Range,Deed Restrictions,Easements,Buildings,Condition of Buildings,Square Footage,Total Buildable Space,Assessed Value,Sale Price,Lease Price,Tax Certificate,Annual Taxes,Tax Lien,Other Liens/Judgements,Traffic Study,Road Access,Waterfront Access,Airport Access,Public Transportation Access,Major Highway Name,Major Highway Interchange,Major Highway Miles Away,Local Highway Name,Local Highway Interchange,Local Highway Miles Away,Rail Type,Rail Name,Rail Station,Rail Miles Away,Public Water,Electric,Gas,Public Sewer,Telephone,Cable,Fiber Optics,Wetlands,Sensitive Ecosystems/Habitats,Endangered Species,Historic/Archeological Site,100 Year Flood Plain,500 Year Flood Plain,Environmental Report Copies,List Containing Site,Preliminary Assessment,Site Investigation,Remedial Investigation,Remedial Action Workplan,Voluntary Cleanup Program,Environmental Litigation,Remediation In Progress,Remediation Estimated Complete Date,Regulatory sign-off,Regulatory Sign-Off Description,Other Incentives,Low Interest Rates,HDSRF Grants,TIF,HDSRF Loans,USA Loans,USA Grants,Designated Redevelopment Area,Environmental Opportunity Zone,Tax Rebate or Abatement,Empowerment Zone (Federal),Urban Coordinating Council Neighborhood,Enterprise Community (Federal),Urban Enterprise Zone,Create Date,County_int_FK,Municipality_int_FK,Planning Area Designation,Authorized Representative Email,Authorized Representative Phone,RepresentativeAddress,RepresentativeStreet,RepresentativeCity,RepresentativeState,RepresentativeZip,SubmitterName,SubmitterAddress1,SubmitterAddress2,SubmitterCity,SubmitterState,SubmitterZip,SubmitterEmail,SubmitterPhone
6880,6/16/16,Barry Ableman,0906,HUDSON CNTY TRANSPORT INC,124 AMITY ST,Jersey City,HUDSON,Jersey City,NJ,07302,unknown,DEP Case,Verified by DEP DataMine,030756,Isabelle Rlty Urban Renewal Co,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,"Case Manager HOCH, ROBERT Phone (609) 292 - 1943",C1: No Formal Design - Source Known or Identified-Potential GW Contamination 12/10/1998   DER/DN 11/15/2006   Fixed Fee Case 11/15/2006   Regulated UST 7/29/1998,,,,,,,,613482,686818,613482:686818,Unknown,Unknown,,,,1.05,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6881,,Barry,0906,THE BEACON,50 BALDWIN AVE,Jersey City,HUDSON,Jersey City,NJ,07304,unknown,DEP Case,DEP Case,018098, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,2/14/1996 2) C2: Formal Design - Known Source or Release with GW Contamination established 4/29/1992",,,,,,,,612738,688553,612738:688553,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6882,,Barry,0906,JERSEY FORGING INCORPORATED,801 809 JERSEY AVE,Jersey City,HUDSON,Jersey City,NJ,08000,unknown,DEP Case,DEP Case,G000037078,James Hatton,"Jersey Forging, inc.",,,9999999999,9999999999,,,"801, 803-809",Jersey City,NJ,07310,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,12/2/1998 2) * Not Yet Determined established ",,,,,,,,618395,692255,618395:692255,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6883,,Barry,0906,DANIEL PRODUCTS COMPANY INC,400 CLAREMONT AVE,Jersey City,HUDSON,Jersey City,NJ,07304,unknown,DEP Case,DEP Case,002237, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,5/9/1997 2) C2: Formal Design - Known Source or Release with GW Contamination established 6/24/1994",,,,,,,,605965,685820,605965:685820,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6884,7/26/16,Barry Ableman,0906,NJ TRANSIT GREENVILLE BUS GARAGE,53 OLD BERGEN RD,Jersey City,HUDSON,Jersey City,NJ,07105,unknown,DEP Case,Verified by DEP DataMine,011750, ,New Jersey Transit Corp.,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,"LSRP Name	WILLIAM S PENDEXTER  (973) 576 - 9648   RODRIGUES, RALPH  	(973) 656 - 4430Bus Depot for the New Transit Systems.","1) Assigned to Program,6/17/1993 2) C2: Formal Design - Known Source or Release with GW Contamination established 6/2/1993",,,,,,,,603848,677142,603848:677142,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6885,,Barry,0906,JOSEPH CORY HOLDINGS LLC,888 NEWARK AVE,Jersey City,HUDSON,Jersey City,NJ,07305,unknown,DEP Case,DEP Case,032691, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,10/3/2001 2) C2: Formal Design - Known Source or Release with GW Contamination established 10/3/2001",,,,,,,,611626,693474,611626:693474,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6886,,Barry,0906,V PONTE & SONS INC,2 HOPE ST,Jersey City,HUDSON,Jersey City,NJ,07307,unknown,DEP Case,DEP Case,000791, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,2/26/2001 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 3/28/2001",,,,,,,,618320,694582,618320:694582,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6887,,Barry,0906,1865 KENNEDY BOULEVARD,1865 KENNEDY BLVD,Jersey City,HUDSON,Jersey City,NJ,07305,unknown,DEP Case,DEP Case,G000028418, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,7/12/1996 2) C2: Formal Design - Known Source or Release with GW Contamination established 12/27/1999",,,,,,,,605659,681450,605659:681450,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6888,,Barry,0906,500 TO 502 BALDWIN STREET,500 502 BALDWIN AVE,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,G000035632, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,8/3/1998 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 8/12/1998",,,,,,,,616602,693960,616602:693960,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6889,,Barry,0906,BRENTWOOD OPTICAL CORPORATION,95 MONTGOMERY ST,Jersey City,HUDSON,Jersey City,NJ,07302,unknown,DEP Case,DEP Case,G000060100,Lazen Mechlovitz,"95-97 Montogomery Street, LLC",,,9999999999,9999999999,,,1136 East 73rd Street,Brooklyn,NY,11234,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,1/8/2002 2) C2: Formal Design - Known Source or Release with GW Contamination established 1/8/2002",,,,,,,,620018,686367,620018:686367,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6890,8/15/16,Barry Ableman,0906,KING LINCOLN MERCURY INC,1590 KENNEDY BLVD,Jersey City,HUDSON,Jersey City,NJ,07305,unknown,DEP Case,No Longer Brownfield,000353, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,"Case Status Date  	3/13/2013  CLOSED   LSRP Name  	MICHAEL J NOVAK","Commercial	3/24/2004	 LSRP 2-10 CAOC	3/24/2004	 Spill Act Discharge	3/24/2004	 Case Status	RAO-A (Unrestricted Use)   C2: Formal Design - Known Source or Release with GW Contamination	3/24/2004",,,,,,,,603419,678675,603419:678675,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6891,,Barry,0906,A MELUSO & SONS INC,17 BATES ST,Jersey City,HUDSON,Jersey City,NJ,07302,unknown,DEP Case,DEP Case,026324, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,7/22/1998 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 7/23/1998",,,,,,,,615780,686712,615780:686712,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6892,,Barry,0906,704 GRAND STREET,704 GRAND ST,Jersey City,HUDSON,Jersey City,NJ,07302,unknown,DEP Case,DEP Case,293485, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,8/4/2006 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 8/4/2006",,,,,,,,612228,686002,612228:686002,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6893,,Barry,0906,ST PETERS COLLEGE,2641 KENNEDY BLVD,Jersey City,HUDSON,Jersey City,NJ,07303,unknown,DEP Case,DEP Case,011397, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,8/26/1999 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 7/30/2002",,,,,,,,611021,690142,611021:690142,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6894,,Barry,0906,JERSEY AUTO WRECKERS,JERSEY AVE,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,G000025758, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,7/8/1996 2) C2: Formal Design - Known Source or Release with GW Contamination established 12/29/1999",,,,,,,,615904,686401,615904:686401,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6895,7/28/16,Barry Ableman,0906,JACKS SERVICE,1027 SUMMIT AVE,Jersey City,HUDSON,Jersey City,NJ,07307,unknown,DEP Case,No Longer Brownfield,017325, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,"1027 Summit: Currently is an open business. ""Official State of NJ Private Inspection & Emission Repair Facility""","LSRP Name	DAVID D LOTT  LSRP 2-10 CAOC	9/20/2011	 LSRP GW FEE	9/20/2011	 Regulated UST	6/17/1993",,,,,,,,616859,698336,616859:698336,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6896,,Barry,0906,AC VOLKSWAGEN,3085 KENNEDY BLVD,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,026059, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) NFA-A (Restricted Use),12/23/2004 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 12/23/2004 3) Insitutional Control(s) exists requiring biennial certification",,,,,,,,613336,694291,613336:694291,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,Yes,Yes,No,No,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6897,,Barry,0906,FRAME COMPANY,33 HOPE ST,Jersey City,HUDSON,Jersey City,NJ,07307,unknown,DEP Case,DEP Case,G000012868,"Kevin Sherdian,Esq.",Unity Environmental Corporation,,,9999999999,9999999999,,,268 West St,New York,NY,10013,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,10/18/2005 2) C2: Formal Design - Known Source or Release with GW Contamination established 9/28/2006",,,,,,,,618401,694792,618401:694792,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6898,,Barry,0906,EASTERN OF NEW JERSEY,261 CUSTER AVE,Jersey City,HUDSON,Jersey City,NJ,07303,unknown,DEP Case,DEP Case,023235, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,5/29/2001 2) C2: Formal Design - Known Source or Release with GW Contamination established 11/16/1992",,,,,,,,602750,678465,602750:678465,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6899,,Barry,0906,S&S AUTO REPAIRS INC,227 MONTICELLO AVE,Jersey City,HUDSON,Jersey City,NJ,07304,unknown,DEP Case,DEP Case,015230, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,6/5/1992 2) C2: Formal Design - Known Source or Release with GW Contamination established 6/5/1992",,,,,,,,611481,688452,611481:688452,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6900,6/16/16,Barry Ableman,0906,W Y INDUSTRIES,115 AMITY ST,Jersey City,HUDSON,Jersey City,NJ,07304,unknown,DEP Case,Verified by DEP DataMine,G000032105,"Century Bay Realty, LLC",,"Jason M. Crimmins, CCIM, SIOR",Broker,9735686611,9733791616,jmcrimmins@blauberg.com,86 Carol Pl,,Wayne,NJ,07470,, ,,,,9999999999,9999999999,,,,,,LSRP Name ERIC R SCHLAUCH (732) 326 - 1010 Completed-Entire Site Restricted Use Case Status Date 6/13/2000,C2: Formal Design - Known Source or Release with GW Contamination 12/12/1997   DER/DN 5/5/2000   Fixed Fee Case 6/13/2000   ISRA 7/17/1997,,,,,,,,613690,687230,613690:687230,Unknown,Unknown,Active,Industrial,,,Unknown,Unknown,Unknown,,,72000,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,Yes,Yes,No,No,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6901,7/25/16,Barry Ableman,0906,125 MONITOR ST,125 MONITOR ST,Jersey City,HUDSON,Jersey City,NJ,07304,unknown,DEP Case,Verified by DEP DataMine,"	G000015580", ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,"Case Manager	 HOCH, ROBERT  	(609) 292 - 1943  No LSRP  LSRP Default Category	5/8/2012	 MOA	1/11/2001","C2: Formal Design - Known Source or Release with GW Contamination	6/27/1994	 C3: Multi-Phased RA - Unknown or Uncontrolled Discharge to Soil or GW	2/26/2001	 ISRA	1/11/2001",,,,,,,,615060,684898,615060:684898,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6902,,Barry,0906,J&S FORD INC,599 RT 440,Jersey City,HUDSON,Jersey City,NJ,07304,unknown,DEP Case,DEP Case,030810, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,8/22/1996 2) C2: Formal Design - Known Source or Release with GW Contamination established 8/22/1996",,,,,,,,604793,687468,604793:687468,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6903,,Barry,0906,RESEARCH & MFG CORPORATION OF AMERICA,360 9TH ST,Jersey City,HUDSON,Jersey City,NJ,07302,unknown,DEP Case,DEP Case,G000014289,Gerald Joseph,Prime Realty Corporation,,,9999999999,9999999999,,,360 9th St,Jersey City,NJ,07302,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,9/20/2005 2) C3: Multi-Phased RA - Unknown or Uncontrolled Discharge to Soil or GW established 9/20/2005",,,,,,,,617354,690670,617354:690670,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6904,,Barry,0906,TEXTILE PROOFERS LP,193 CULVER AVE,Jersey City,HUDSON,Jersey City,NJ,07305,unknown,DEP Case,DEP Case,033027,RICHARD HOLLYER,Not Identified,,,9999999999,9999999999,,,PO BOX D,Newton,NJ,07860,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,11/21/2006 2) N: Contamination Not Found established 11/21/2006",,,,,,,,605234,685355,605234:685355,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6905,,Barry,0906,SALCOR REALTY CO,195 NEW YORK AVE,Jersey City,HUDSON,Jersey City,NJ,07307,unknown,DEP Case,DEP Case,032062, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,12/2/1997 2) B: Single Phase RA - Single Contamination Affecting Only Soils established 12/2/1997",,,,,,,,617847,695768,617847:695768,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6906,8/15/16,Barry Ableman,0906,AIM FREIGHT RESOURCES,330 MANHATTAN AVE,Jersey City,HUDSON,Jersey City,NJ,07307,unknown,DEP Case,No Longer Brownfield,000203, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,"Case Status	NFA-A (Limited Restricted Use)  Case Status Date	3/29/2012  Spill Act Discharge	10/26/2011	   DEP	CAPONE, HELEN   	(609) 777 - 0979","C2: Formal Design - Known Source or Release with GW Contamination	3/28/2006	 Commercial	3/28/2006	 LSRP 0-1 CAOC	9/20/2011	 LSRP GW FEE	9/20/2011	 Regulated UST	3/28/2006",,,,,,,,613093,697570,613093:697570,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
6907,,Barry,0906,CALLEN PHOTO MOUNT CORP,218 OCEAN AVE,Jersey City,HUDSON,Jersey City,NJ,07305,unknown,DEP Case,DEP Case,171521, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,3/15/2003 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 3/15/2003",,,,,,,,605651,678591,605651:678591,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
