Id,Status,Summary,Rating,Address,Description,Request type,Lat,Lng,Export tagged places,Updated at local,Created at local,Acknowledged at local,Reopened at local,Closed at local,Reported using mobile?,Minutes to acknowledged,Minutes to closed,Assignee name,Parsed street and number,Category,Sla in hours,Sla expires at local,Report method code,Report method
2759421,Open,Parks and Playgrounds,1,Dr Lena Edwards,,15246,40.71585399,-74.04506549,"Jersey City, NJ (City Boundary),Ward E,1st Battalion,{""Id""=>0, ""Acres""=>117.218, ""CSO""=>""RE-10""}",08/03/2016 - 08:15AM,08/03/2016 - 08:15AM,,,,TRUE,,,Alphonso Lynch,Dr Lena Edwards,Parks and Playgrounds,168,08/10/2016 - 08:15AM,,
2759502,Acknowledged,Trash on Streets or in Lots,2,"1093 Summit Ave Jersey City, NJ 07307, USA",,16279,40.75219901,-74.048383,"3rd Battalion,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>380.503, ""CSO""=>""RE-19""},Ward D",10/12/2016 - 03:29PM,08/03/2016 - 08:45AM,10/12/2016 - 03:29PM,,,FALSE,101203,,cpisano,1093 Summit Ave,Trash: Litter/debris,,,,
2759534,Acknowledged,Streetlight problem,5,"51 Saint Pauls Avenue Jersey City, New Jersey",Pedestrian crossing signs not in sync with traffic light. Indicating walk into oncoming traffic. Corner of baldwin and st paul's. ,16288,40.73459061,-74.0533407,"3rd Battalion,Jersey City, NJ (City Boundary),Ward C,{""Id""=>0, ""Acres""=>509.092, ""CSO""=>""RE-18""}",09/05/2016 - 08:57PM,08/03/2016 - 08:48AM,08/03/2016 - 10:29AM,,,TRUE,100,,Traffic - Patricia L,51 Saint Pauls Avenue,Streetlight problem,,,,
2759565,Acknowledged,Bedbug/Roach issues,2,"10 Cambridge Avenue Jersey City, NJ","This property is full of ROCHES and other Rodents they said it is seen outside this building.
",16275,40.743113,-74.049738,"3rd Battalion,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>380.503, ""CSO""=>""RE-19""},Ward D",08/03/2016 - 08:52AM,08/03/2016 - 08:51AM,08/03/2016 - 08:52AM,,,FALSE,1,,Chief Healh Investigator O.Diaz,10 Cambridge Avenue,Bedbug/Roach issues,,,direct,Direct
2759641,Open,Health Conditions - Business or Residential,2,"35 Journal Square OFFICE 1025, Jersey City, New Jersey","BATHROOMS SMELL OF  URINE, ESPECIALLY ON THE 10TH FLOOR",16274,40.7306352,-74.0649473,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>755.469, ""CSO""=>""RE-5/6""},4th Battalion,Ward C",08/29/2016 - 08:44AM,08/03/2016 - 09:18AM,,,,FALSE,,,Chief Healh Investigator O.Diaz,35 JOURNAL SQUARE,Health Conditions - Business or Residential,,,,
2759654,Acknowledged,Wires Down,3,"35 Journal Square Jersey City, New Jersey",(LIVE) WIRE DONE COMING FROM CEILING ON 10TH FLOOR NEAR OFFICE #1025 ,16290,40.7306352,-74.0649473,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>755.469, ""CSO""=>""RE-5/6""},4th Battalion,Ward C",08/04/2016 - 08:11AM,08/03/2016 - 09:20AM,08/03/2016 - 10:28AM,,,FALSE,67,,Construction Code Official,35 JOURNAL SQUARE,Wires Down,,,,
2759679,Open,Housing Code Violations/Repairs,2,"35 Journal Square JERSEY CITY, New Jersey",TREE AT CURB AREA HITTING 127 OGDEN AVE,15919,40.7306352,-74.0649473,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>755.469, ""CSO""=>""RE-5/6""},4th Battalion,Ward C",08/29/2016 - 08:44AM,08/03/2016 - 09:25AM,,,,FALSE,,,Housing Code Enforcement,35 JOURNAL SQUARE,Housing Code Violations/Repairs,,,,
2759680,Acknowledged,Tall grass or weeds,2,"266 Columbia Avenue Jersey City, NJ",This property has overgrown weeds and grass that needs t be cut.,16280,40.7569557,-74.0510001,"3rd Battalion,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>165.051, ""CSO""=>""RW-1""},Ward D",08/09/2016 - 10:18AM,08/03/2016 - 09:26AM,08/03/2016 - 09:26AM,,,FALSE,0,,cpisano,266 Columbia Avenue,Tall grass or weeds,,,direct,Direct
2759700,Open,Housing Code Violations/Repairs,2,"35 Journal Square Jersey City, New Jersey",ELEVATORS BREAKING DOWN AT LEAST PER DAY. CONCERNED ABOUT THE OVERALL SAFETY,15919,40.7306352,-74.0649473,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>755.469, ""CSO""=>""RE-5/6""},4th Battalion,Ward C",08/29/2016 - 08:44AM,08/03/2016 - 09:29AM,,,,FALSE,,,Housing Code Enforcement,35 JOURNAL SQUARE,Housing Code Violations/Repairs,,,,
2759828,Acknowledged,Service Request Not Listed,3,"10 Cambridge Avenue Jersey City, NJ",The kids are playing on the Fire escapes also the building doesn't have fire Alarms or Carbon monoxide  Alarms. The basement is suppose to be boarded up. ,16590,40.743113,-74.049738,"3rd Battalion,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>380.503, ""CSO""=>""RE-19""},Ward D",08/03/2016 - 01:36PM,08/03/2016 - 09:51AM,08/03/2016 - 09:58AM,,,FALSE,7,,Housing Code,10 Cambridge Avenue,Service Request Not Listed,,,direct,Direct
2759838,Open,Landlord/Tenant issues,1,"132 Hancock Avenue Jersey City, NJ",,15845,40.746992,-74.046127,"3rd Battalion,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>380.503, ""CSO""=>""RE-19""},Ward D",08/03/2016 - 09:53AM,08/03/2016 - 09:53AM,,,,FALSE,,,Tenant/Landlord Relations,132 Hancock Avenue,Landlord/Tenant issues,,,direct,Direct
2759896,Open,Water/sewer Issues,2,"159-169 Montgomery St Jersey City, NJ 07302, USA",Water pools after rain stays for days causing mosquito breeding etc,16277,40.71710205,-74.04187775,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>227.801, ""CSO""=>""RE-11""},Ward E,1st Battalion",08/05/2016 - 01:51PM,08/03/2016 - 10:09AM,,,,TRUE,,,JCMUA,159-169 Montgomery St,Water/sewer Issues,,,,
2760132,Acknowledged,Trees along City Streets,3,"159 Grand Street Jersey City, NJ",City Tree which is in the corner of the property is lifted up the sidewalk plus damaging the road.,15739,40.715407,-74.0409169,"Jersey City, NJ (City Boundary),Ward E,1st Battalion,{""Id""=>0, ""Acres""=>117.218, ""CSO""=>""RE-10""}",08/03/2016 - 11:24AM,08/03/2016 - 10:58AM,08/03/2016 - 11:01AM,,,FALSE,2,,Noemi - RRC,159 Grand Street,Trees along City Streets,,,walkin,Walk-in
2760146,Acknowledged,Tall grass or weeds,2,"168 15th Street Jersey City, NJ",this property is the dog grooming place there is over grown weeds and grass that needs to be cut.,16280,40.7322903,-74.0398741,"Jersey City, NJ (City Boundary),Ward E,1st Battalion,{""Id""=>0, ""Acres""=>509.092, ""CSO""=>""RE-18""}",08/03/2016 - 11:03AM,08/03/2016 - 11:02AM,08/03/2016 - 11:03AM,,,FALSE,0,,cpisano,168 15th Street,Tall grass or weeds,,,direct,Direct
2760165,Acknowledged,Animal Issue other than attack,3,"168 15th Street Jersey City, NJ","This property isn't clean up after the dogs there is dog feces all over the place.
This area stinks  ",16266,40.7322903,-74.0398741,"Jersey City, NJ (City Boundary),Ward E,1st Battalion,{""Id""=>0, ""Acres""=>509.092, ""CSO""=>""RE-18""}",08/03/2016 - 11:22AM,08/03/2016 - 11:05AM,08/03/2016 - 11:06AM,,,FALSE,0,,Animal Control,168 15th Street,Animal Issue other than attack,,,direct,Direct
2760204,Acknowledged,Water/sewer Issues,2,"168 15th Street Jersey City, NJ",The constituent is claiming that the Dog pound is letting sewage out into the street there is dog feces that are coming out as well. ,16277,40.7322903,-74.0398741,"Jersey City, NJ (City Boundary),Ward E,1st Battalion,{""Id""=>0, ""Acres""=>509.092, ""CSO""=>""RE-18""}",08/03/2016 - 11:15AM,08/03/2016 - 11:14AM,08/03/2016 - 11:15AM,,,FALSE,0,,Chief Healh Investigator O.Diaz,168 15th Street,Water/sewer Issues,,,direct,Direct
2760213,Acknowledged,Wires Down,2,"86 Garfield Avenue Jersey City, New Jersey",Wires hanging by 71  on try village road ,16290,40.6888573,-74.0971548,"Ward A,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>176.55, ""CSO""=>""RW-13""},2nd Battalion",08/03/2016 - 11:37AM,08/03/2016 - 11:16AM,08/03/2016 - 11:37AM,,,TRUE,20,,Noemi - RRC,86 Garfield Avenue,Wires Down,,,,
2760223,Acknowledged,Trees along City Streets,3,"Van Vorst Street Jersey City, NJ",This tree needs to be trimmed it hasn't been trimmed and it is blocking the light in which it is very dark in this area due to the tree blocking the light as well as the wires.,15739,40.7149113,-74.041229,"Jersey City, NJ (City Boundary),Ward E,1st Battalion,{""Id""=>0, ""Acres""=>117.218, ""CSO""=>""RE-10""}",08/03/2016 - 11:32AM,08/03/2016 - 11:18AM,08/03/2016 - 11:18AM,,,FALSE,0,,Parks & Forestry,Van Vorst Street,Trees along City Streets,,,direct,Direct
2760235,Acknowledged,Pothole,3,"370 Woodlawn Avenue Jersey City, NJ",,11923,40.708415,-74.093593,"Ward A,Jersey City, NJ (City Boundary),2nd Battalion,{""Id""=>0, ""Acres""=>328.952, ""CSO""=>""RW-11""}",11/17/2016 - 11:36AM,08/03/2016 - 11:22AM,11/17/2016 - 11:36AM,,,FALSE,152714,,Buildings and Streets,370 Woodlawn Avenue,Streets: Pothole,168,08/10/2016 - 11:22AM,direct,Direct
2760451,Acknowledged,Trash on Streets or in Lots,3,"118 Jewett Ave Jersey City, NJ 07304, USA",,16279,40.72230911,-74.07194519,"Ward B,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>755.469, ""CSO""=>""RE-5/6""},4th Battalion",10/12/2016 - 03:29PM,08/03/2016 - 11:53AM,10/12/2016 - 03:29PM,,,TRUE,101015,,cpisano,118 Jewett Ave,Trash: Litter/debris,,,,
2760456,Acknowledged,Trash on Streets or in Lots,3,"645 Bergen Ave Jersey City, NJ 07304, USA",,16279,40.72254944,-74.07149506,"Ward B,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>755.469, ""CSO""=>""RE-5/6""},4th Battalion",10/12/2016 - 03:29PM,08/03/2016 - 11:54AM,10/12/2016 - 03:29PM,,,TRUE,101014,,cpisano,645 Bergen Ave,Trash: Litter/debris,,,,
2760523,Acknowledged,Health Conditions - Business or Residential,2,"192 Danforth Avenue Jersey City, NJ",There are rats running allover the place due to the garbage that is in front of this building at 192 Danforth  Ave ,16274,40.6983234,-74.0927265,"Ward A,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>103.903, ""CSO""=>""RW-12""},2nd Battalion",08/24/2016 - 08:45AM,08/03/2016 - 12:15PM,08/03/2016 - 12:16PM,,,FALSE,0,,Chief Healh Investigator O.Diaz,192 Danforth Avenue,Health Conditions - Business or Residential,,,direct,Direct
2760743,Open,Water/sewer Issues,1,"28 Dwight Street Jersey City, NJ",There is smudge on the catch basins of these catch basin located at 28 -29 Dwight St  ,16277,40.701424,-74.080125,"Ward A,Jersey City, NJ (City Boundary),2nd Battalion,{""Id""=>0, ""Acres""=>250.954, ""CSO""=>""RE-2""}",08/03/2016 - 01:12PM,08/03/2016 - 01:12PM,,,,FALSE,,,JCMUA,28 Dwight Street,Water/sewer Issues,,,direct,Direct
2760911,Acknowledged,Trash on Streets or in Lots,2,"423 2nd Street Jersey City, NJ",This tree needs to be trimmed it is hitting the windows,15739,40.723323,-74.052229,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>112.805, ""CSO""=>""RE-15""},Ward E,1st Battalion",08/03/2016 - 02:09PM,08/03/2016 - 02:07PM,08/03/2016 - 02:08PM,,,FALSE,1,,Alphonso Lynch,423 2nd Street,Trees along City Streets,,,direct,Direct
2760934,Open,Trees along City Streets,1,"39 Bayview Avenue Jersey City, NJ",This tree is so Huge that it is taken up the sidewalk  she would like to know if it can be taken out it needs to be trimmed as well.,15739,40.703324,-74.078108,"Jersey City, NJ (City Boundary),2nd Battalion,Ward F,{""Id""=>0, ""Acres""=>250.954, ""CSO""=>""RE-2""}",08/03/2016 - 02:15PM,08/03/2016 - 02:15PM,,,,FALSE,,,Alphonso Lynch,39 Bayview Avenue,Trees along City Streets,,,direct,Direct
2761005,Acknowledged,Traffic Calming/Pedestrian Safety request,2,"96 Saint Pauls Avenue Jersey City, New Jersey",Traffic on Oakland and St pauls are not abiding the stop sign everyday they are pass right through the stop signs ,16287,40.7357521,-74.0549353,"3rd Battalion,Jersey City, NJ (City Boundary),Ward C,{""Id""=>0, ""Acres""=>509.092, ""CSO""=>""RE-18""}",08/06/2016 - 10:36PM,08/03/2016 - 02:43PM,08/04/2016 - 08:55AM,,,TRUE,1092,,Traffic - Patricia L,96 Saint Pauls Avenue,Traffic Calming/Pedestrian Safety request,,,,
2761412,Open,Water/sewer Issues,1,"2600 John F. Kennedy Blvd Jersey City, NJ 07306, USA",Water hydrant is broken and leaking water. It looks like it was hit by an auto or truck. ,16277,40.72554016,-74.07284546,"Ward B,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>755.469, ""CSO""=>""RE-5/6""},4th Battalion",08/03/2016 - 04:35PM,08/03/2016 - 04:35PM,,,,TRUE,,,JCMUA,2600 John F. Kennedy Blvd,Water/sewer Issues,,,,
2761573,Acknowledged,Trash on Streets or in Lots,4,"425 Monmouth St Jersey City, NJ 07302, USA",The trash can that has always been on this corner is now missing leaving only one trash can for a number of blocks,16279,40.72440946,-74.04903809,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>112.805, ""CSO""=>""RE-15""},Ward E,1st Battalion",11/30/2016 - 08:49AM,08/03/2016 - 05:21PM,11/30/2016 - 08:49AM,11/29/2016 - 05:29PM,11/29/2016 - 09:19AM,TRUE,170907,,cpisano,425 Monmouth St,Trash: Litter/debris,,,,
2761768,Closed,Tall grass or weeds,6,"58 Coles Street Jersey City, New Jersey",completely overgrown. mosquitos probably like it.,16280,40.7238232,-74.0473453,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>112.805, ""CSO""=>""RE-15""},Ward E,1st Battalion",11/23/2016 - 09:50AM,08/03/2016 - 07:04PM,10/12/2016 - 03:28PM,,11/23/2016 - 09:50AM,TRUE,100584,160785,cpisano,58 Coles Street,Tall grass or weeds,,,,
2761824,Open,Bedbug/Roach issues,2,"105 Reservoir Avenue Jersey City, NJ","According to this anonymous complaint, there is BEDBUG INFESTATION in the  1st and 2nd floor apartments",16275,40.7402569,-74.0525324,"3rd Battalion,Jersey City, NJ (City Boundary),Ward C,{""Id""=>0, ""Acres""=>509.092, ""CSO""=>""RE-18""}",08/04/2016 - 08:20AM,08/03/2016 - 07:29PM,,,,FALSE,,,Chief Healh Investigator O.Diaz,105 Reservoir Avenue,Bedbug/Roach issues,,,direct,Direct
2761831,Open,Housing Code Violations/Repairs,2,"503 Garfield Avenue Jersey City, NJ","According to this caller, the elevator in this building has been broken since Friday. ",15919,40.6991052,-74.0820209,"Ward A,Jersey City, NJ (City Boundary),2nd Battalion,{""Id""=>0, ""Acres""=>250.954, ""CSO""=>""RE-2""}",08/08/2016 - 11:20AM,08/03/2016 - 07:35PM,,,,FALSE,,,Housing Code Enforcement,503 Garfield Avenue,Housing Code Violations/Repairs,,,direct,Direct
2761842,Acknowledged,Service Request Not Listed,2,"238 Clerk Street Jersey City, NJ","According to this request, there is a SINKHOLE  located in front of the driveway at 238 Clerk St.",16590,40.71136,-74.073549,"Jersey City, NJ (City Boundary),2nd Battalion,Ward F,{""Id""=>0, ""Acres""=>767.751, ""CSO""=>""RE-3/4""}",08/04/2016 - 08:38AM,08/03/2016 - 07:40PM,08/04/2016 - 08:38AM,,,FALSE,778,,JCMUA,238 Clerk Street,Service Request Not Listed,,,direct,Direct
2761864,Acknowledged,Parks and Playgrounds,2,"Audubon Avenue Jersey City, NJ","According to this individual, the padding in the children's play area is extremely worn and needs to be either repaired or replaced. They also claim the park is being neglected by the city.",15246,40.7093865,-74.0892885,"Ward A,Jersey City, NJ (City Boundary),2nd Battalion,{""Id""=>0, ""Acres""=>239.176, ""CSO""=>""RW-10""}",08/04/2016 - 07:38AM,08/03/2016 - 07:49PM,08/04/2016 - 07:38AM,,,FALSE,709,,Alphonso Lynch,Audubon Avenue,Parks and Playgrounds,168,08/10/2016 - 07:49PM,direct,Direct
2762184,Acknowledged,Trash on Streets or in Lots,4,"2-34 Boland Street Jersey City, New Jersey","2nd photo, 2nd day of garbage on the street.",16279,40.7250401,-74.06962842,"Ward B,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>755.469, ""CSO""=>""RE-5/6""},4th Battalion",10/12/2016 - 03:28PM,08/03/2016 - 10:23PM,10/12/2016 - 03:28PM,,,TRUE,100385,,cpisano,2-34 Boland Street,Trash: Litter/debris,,,,
2763556,Acknowledged,Trash on Streets or in Lots,3,"118 Jewett Ave Jersey City, NJ 07304, USA",,16279,40.72239321,-74.0717913,"Ward B,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>755.469, ""CSO""=>""RE-5/6""},4th Battalion",08/04/2016 - 09:09AM,08/04/2016 - 07:01AM,08/04/2016 - 08:32AM,,,TRUE,90,,cpisano,118 Jewett Ave,Trash: Litter/debris,,,,
2763698,Acknowledged,Service Request Not Listed,4,"300 Union St Jersey City, NJ 07304, USA","Tiger mosquitos are out of control on this block, maybe a preventative spray like they are doing in nyc would be good ",16590,40.71797425,-74.08195846,"Ward B,Jersey City, NJ (City Boundary),4th Battalion,{""Id""=>0, ""Acres""=>248.272, ""CSO""=>""RW-8""}",08/09/2016 - 10:25AM,08/04/2016 - 08:11AM,08/04/2016 - 08:26AM,,,TRUE,14,,Chief Healh Investigator O.Diaz,300 Union St,Service Request Not Listed,,,,
2763864,Acknowledged,Trees along City Streets,3,"53 Park Street Jersey City, NJ",The caller is stating that the tree is dead and would like it removed.,15739,40.71776,-74.068851,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>755.469, ""CSO""=>""RE-5/6""},4th Battalion,Ward F",09/18/2016 - 09:21AM,08/04/2016 - 08:53AM,08/04/2016 - 08:54AM,,,FALSE,0,,Alphonso Lynch,53 Park Street,Trees along City Streets,,,direct,Direct
2763889,Open,Speed Hump Request,2,"196 South Street Jersey City, NJ",Joseph Gallipoli (201-795-1706) is requesting Speed Humps on South St. Please see attached for the Speed Hump Request Form and Petition.  Thank You,16292,40.75072482,-74.05111476,"3rd Battalion,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>380.503, ""CSO""=>""RE-19""},Ward D",08/04/2016 - 09:04AM,08/04/2016 - 09:02AM,,,,FALSE,,,Traffic - Patricia L,196 South Street,Streets: Speed Hump Request,,,direct,Direct
2764507,Acknowledged,Citizenship Assistance,2,"280 Grove Street Jersey City, NJ","Mona Behnan, phone number (82) 229-9549, inquired whether her mother, who has been here 6 years but only received her green card one year ago, is eligible for Medicaid. I referred her to the County Welfare Office to attempt to apply.",15737,40.7177461,-74.0430928,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>227.801, ""CSO""=>""RE-11""},Ward E,1st Battalion",10/12/2016 - 03:16PM,08/04/2016 - 11:40AM,10/12/2016 - 03:16PM,,,FALSE,99575,,Yalenny - Welcoming Communities,280 Grove Street,Immigrant Assistance,504,08/25/2016 - 11:41AM,phone,Phone
2765081,Open,Trees along City Streets,2,"21 Merritt Street Jersey City, NJ",,15739,40.689358,-74.097993,"Ward A,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>176.55, ""CSO""=>""RW-13""},2nd Battalion",10/19/2016 - 10:14AM,08/04/2016 - 01:52PM,,,,FALSE,,,Alphonso Lynch,21 Merritt Street,Trees along City Streets,,,direct,Direct
2765163,Open,Business Complaint,2,"178 Ogden Ave Jersey City, NJ","This facility has been running a extremely loud and disturbing fire alarm excessively during the month of July 2016 and now again today at 13:15.  Have spoken several times on the phone with the staff and they continue their excessive 'testing"" of the fire alarm.  Called them numerous time on July 25th but never reached a management.  Today spoke with M Canvin who was very rude and did not agree to curtail the obnoxious alarm.  However the alarm did stop and it is evident the maintenance that is being performed does not require excessive audible testing.

Would appreciate it if the City can contact Alaris  at 201-963-1800 and advise them to keep audible testing to the absolute minimum required to comply with Fire Department regulations.

I will be reviewing the new Noise Ordinance JC16-070 to see if they are in violation.
",15911,40.740327,-74.045662,"3rd Battalion,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>380.503, ""CSO""=>""RE-19""},Ward C",08/18/2016 - 10:06AM,08/04/2016 - 02:19PM,,,,FALSE,,,Commerce- Jolhn Coyne,178 Ogden Ave,Business Complaint,,,,
2765310,Open,Housing Code Violations/Repairs,1,500 Manilla Ave,"Resident was injured walking on the broken sidewalk at 500 Manila Ave. 
parts of sidewalk are raised. ",15919,40.71159988,-74.06478967,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>755.469, ""CSO""=>""RE-5/6""},4th Battalion,Ward F",08/04/2016 - 03:01PM,08/04/2016 - 02:54PM,,,,FALSE,,,Housing Code Enforcement,500 Manilla Ave,Housing Code Violations/Repairs,,,direct,Direct
2765654,Open,Street paving request,3,"Aurora Place Jersey City, New Jersey",The whole of Ocean Ave needs to be paved.  It's one of the worst streets in jersey city. ,16291,40.6909054,-74.0743942,"Ward A,Jersey City, NJ (City Boundary),2nd Battalion",08/30/2016 - 07:55PM,08/04/2016 - 05:19PM,,,,TRUE,,,,Aurora Place,Streets: Resurfacing Request,,,,
2765776,Acknowledged,Trees along City Streets,2,"275 York Street Jersey City, NJ","According to Mr. Gillermo Venegas, there is a dead tree that needs to be cut down in front of his home at, 275.5 York St.",15739,40.7175008,-74.0466966,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>227.801, ""CSO""=>""RE-11""},Ward E,1st Battalion",08/05/2016 - 08:27AM,08/04/2016 - 06:12PM,08/05/2016 - 08:27AM,,,FALSE,855,,Alphonso Lynch,275 York Street,Trees along City Streets,,,direct,Direct
2765989,Acknowledged,Traffic and Parking signage/signal issue,4,"Palisade Avenue Jersey City, NJ","One Way traffic sign has been knocked down at the corner of Palisades Ave. & Booraem Ave., according to Ms. Ruth, 201-792-7459. She said, this has left a metal tripping hazard that has caused her to fall and sprain her elbow.",16289,40.7387965,-74.047748,"3rd Battalion,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>380.503, ""CSO""=>""RE-19""},Ward C",08/05/2016 - 08:40PM,08/04/2016 - 07:52PM,08/05/2016 - 10:34AM,,,FALSE,882,,Traffic - Patricia L,Palisade Avenue,Traffic and Parking signage/signal issue,,,direct,Direct
2767687,Acknowledged,Trash on Streets or in Lots,2,"118 Jewett Ave Jersey City, NJ 07304, USA",,16279,40.72232437,-74.07198334,"Ward B,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>755.469, ""CSO""=>""RE-5/6""},4th Battalion",10/12/2016 - 03:28PM,08/05/2016 - 07:32AM,10/12/2016 - 03:28PM,,,TRUE,98396,,cpisano,118 Jewett Ave,Trash: Litter/debris,,,,
2768026,Acknowledged,Traffic and Parking signage/signal issue,3,"48 Carlton Ave Jersey City, NJ 07307, USA"," Stop sign is missing.                                it's the north west corner of Montrose and Carlton, on the Montrose side for drivers going south on Montrose. ",16289,40.74316337,-74.05655409,"3rd Battalion,Jersey City, NJ (City Boundary),Ward C,{""Id""=>0, ""Acres""=>509.092, ""CSO""=>""RE-18""}",08/05/2016 - 08:35PM,08/05/2016 - 09:33AM,08/05/2016 - 10:38AM,,,TRUE,65,,Traffic - Patricia L,48 Carlton Ave,Traffic and Parking signage/signal issue,,,,
2768468,Acknowledged,Service Request Not Listed,2,95 Maple Street Jersey City ,",  or to smoke pot).  The other sidewalk is not even a sidewalk.  It is a thin channel of asphalt,  cracked and covered in dog waste and trash.  The empty lots are enough of an eyesore as it is,  can we please do something about repairing or rebuilding the sidewalks here,  and PLEASE get trash and recycling receptacles on all four corners? ",15919,40.7126417,-74.0596691,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>755.469, ""CSO""=>""RE-5/6""},4th Battalion,Ward F",08/05/2016 - 12:57PM,08/05/2016 - 11:30AM,08/05/2016 - 12:55PM,,,TRUE,84,,Housing Code,95 Maple Street,Housing Code Violations/Repairs,,,,
2768470,Acknowledged,Driveways,4,97 Maple Street ,"The owner of this house rents his driveway out to a young man who claims to be ""fixing cars.""  That young man is seldom working in cars,  though he has them lined up in the street (where he does a good deal if his ""repairs,""  double parks,  and cavorting with large groups of Yong men who drink and smoke pot in the sidewalk and in the street in and off throughout the day.  Multiple neighbors have called the police,  to no avail,  and we have contacted John Coyne,  with the Division of Commerce,  about him but nothing has been done.  The corner of Maple and Whiten has become a haven for illegal activity, including illegal parking,  double parking,  drug use,  drug sale,  and noise violations.  It has been brought to the homeowners attention numerous times and he has done nothing about it.  It all starts in this driveway. ",16599,40.7127012,-74.0597414,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>755.469, ""CSO""=>""RE-5/6""},4th Battalion,Ward F",08/09/2016 - 03:41PM,08/05/2016 - 11:31AM,08/09/2016 - 03:41PM,,,TRUE,6010,,Noemi - RRC,97 Maple Street,Driveways,,,,
2768606,Acknowledged,Housing Code Violations/Repairs,3,"76 Williams Avenue Jersey City, NJ","large dead tree on 76 Willaims ave is causing danger to neighboring houses. 

",15919,40.71958,-74.086915,"Ward B,Jersey City, NJ (City Boundary),2nd Battalion,{""Id""=>0, ""Acres""=>248.272, ""CSO""=>""RW-8""}",08/08/2016 - 11:20AM,08/05/2016 - 11:51AM,08/08/2016 - 11:20AM,,,FALSE,4288,,Alphonso Lynch,76 Williams Avenue,Housing Code Violations/Repairs,,,direct,Direct
2769011,Acknowledged,Parking issues,3,299-307 Cator Avenue Jersey City New Jersey,"The no parking sign here between the car wash and the first apartment building has double arrows and is in the middle of a parking spot. Can this sign be moved to the corner and the arrow adjusted to reflect no parking from there to the corner? Also, how do we go about getting permit parking on this street? Residents with garages and driveways horde the parking spaces and it is very difficult to find parking. If they have to pay for additional parking tags, they will not hoard the spots any longer. Thanks.",16276,40.70216756,-74.09499266,"Ward A,Jersey City, NJ (City Boundary),2nd Battalion,{""Id""=>0, ""Acres""=>328.952, ""CSO""=>""RW-11""}",09/26/2016 - 03:53PM,08/05/2016 - 01:34PM,08/05/2016 - 01:54PM,,,FALSE,20,,Kirkland RRC,299-307 Cator Avenue Jersey City,Parking issues,,,,
2769544,Open,Service Request Not Listed,1,Jersey City NJ,,16590,40.7281575,-74.0776417,"Ward B,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>208.548, ""CSO""=>""RW-7""},4th Battalion",08/05/2016 - 04:13PM,08/05/2016 - 04:12PM,,,,FALSE,,,Commerce- Jolhn Coyne,Jersey City,Service Request Not Listed,,,direct,Direct
2769693,Acknowledged,Service Request Not Listed,2,"285 Paterson Plank Rd Jersey City, NJ 07307, USA",,16590,40.74858779,-74.03943927,"3rd Battalion,Jersey City, NJ (City Boundary),Ward D",08/08/2016 - 09:03AM,08/05/2016 - 05:03PM,08/08/2016 - 09:03AM,,,TRUE,3840,,Kirkland RRC,285 Paterson Plank Rd,Service Request Not Listed,,,,
2769937,Open,Animal Issue other than attack,1,"3282 John F. Kennedy Boulevard Union City, NJ","According to this complaint, there are several cats living in this abandoned or vacant house.",16266,40.744431,-74.058098,"3rd Battalion,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>178.393, ""CSO""=>""RW-2""},Ward C",08/05/2016 - 07:38PM,08/05/2016 - 07:38PM,,,,FALSE,,,Animal Control,3282 John F. Kennedy Boulevard,Animal Issue other than attack,,,direct,Direct
